ScoreID,Student,Instrument,CategoryNew,CategoryGroup,Category,Score
519225,34557,Trombone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
519226,34557,Trombone,Sight-Reading-Artistry,Sight-Reading,Artistry,1
519227,34557,Trombone,Scales-G,Scales,G,0
519228,34557,Trombone,Scales-C,Scales,C,0
519229,34557,Trombone,Scales-F,Scales,F,0
519230,34557,Trombone,Scales-Bb,Scales,Bb,0
519231,34557,Trombone,Scales-Eb,Scales,Eb,0
519232,34557,Trombone,Scales-Ab,Scales,Ab,0
519233,34557,Trombone,Scales-Db,Scales,Db,0
519234,34557,Trombone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,24
519235,34557,Trombone,Scales-Tone Quality,Scales,Tone Quality,8
519236,34557,Trombone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",5
519268,34100,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",13
519269,34100,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,4
519270,34100,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,8
519271,34100,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",18
519272,34100,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,7
519273,34100,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,8
519274,34100,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",14
519275,34100,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,7
519276,34100,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,7
519277,34100,Percussion,Scales-Chromatic,Scales,Chromatic,8
519278,34100,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,19
519279,34100,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
519280,34100,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,2
519281,34100,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,1
519282,34100,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,3
519283,34100,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,2
519284,34100,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,3
519285,34100,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519286,34100,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519287,34100,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519297,34584,Trombone,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicallity, Tempo & Style",12
519298,34584,Trombone,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7
519299,34584,Trombone,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8
519300,34584,Trombone,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,7
519301,34584,Trombone,Lyrical Etude-Artistry,Lyrical Etude,Artistry,2
519302,34584,Trombone,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicallity, Tempo & Style",12
519303,34584,Trombone,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7
519304,34584,Trombone,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7
519305,34584,Trombone,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8
519306,34584,Trombone,Technical Etude-Articulation,Technical Etude,Articulation,2
519307,34100,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,19
519308,34100,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",9
519309,34584,Trombone,Scales-Chromatic,Scales,Chromatic,10
519322,34584,Trombone,Scales-G,Scales,G,2
519323,34584,Trombone,Scales-C,Scales,C,3
519324,34584,Trombone,Scales-F,Scales,F,3
519325,34584,Trombone,Scales-Bb,Scales,Bb,3
519326,34584,Trombone,Scales-Eb,Scales,Eb,3
519327,34584,Trombone,Scales-Ab,Scales,Ab,3
519328,34584,Trombone,Scales-Db,Scales,Db,3
519329,34584,Trombone,Scales-Note Accuracy/Consistency,Scales,Note Accuracy/Consistency,22
519330,34584,Trombone,Scales-Tone Quality,Scales,Tone Quality,9
519331,34584,Trombone,"Scales-Musicality, Tempo, & Style",Scales,"Musicality, Tempo, & Style",6
519335,34584,Trombone,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2
519336,34584,Trombone,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2
519337,34584,Trombone,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicallity, Tempo & Style",2
519338,34584,Trombone,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1
519339,34584,Trombone,Sight-Reading-Artistry,Sight-Reading,Artistry,1
519355,34104,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",16
519356,34104,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,6
519357,34104,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,9
519358,34104,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",14
519359,34104,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,2
519360,34104,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,6
519361,34104,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",14
519362,34104,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,5
519363,34104,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,7
519364,34104,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
519365,34104,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,2
519366,34104,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,2
519367,34104,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,3
519368,34104,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,1
519369,34104,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,1
519370,34104,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519371,34104,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519372,34104,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519378,34104,Percussion,Scales-Chromatic,Scales,Chromatic,12
519379,34104,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,37
519380,34104,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,37
519381,34104,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",12
519446,34106,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",17
519447,34106,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,8
519448,34106,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,8
519449,34106,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",16
519450,34106,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,7
519451,34106,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,7
519452,34106,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",14
519453,34106,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,6
519454,34106,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,8
519455,34106,Percussion,Scales-Chromatic,Scales,Chromatic,8
519456,34106,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,33
519457,34106,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,29
519458,34106,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",8
519459,34106,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
519460,34106,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,1
519461,34106,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,2
519462,34106,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,2
519463,34106,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,2
519464,34106,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,2
519465,34106,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519466,34106,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519467,34106,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519512,34179,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",12
519513,34179,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,8
519514,34179,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,8
519515,34179,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",15
519516,34179,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,5
519517,34179,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,6
519518,34179,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",14
519519,34179,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,7
519520,34179,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,7
519521,34179,Percussion,Scales-Chromatic,Scales,Chromatic,7
519522,34179,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,29
519523,34179,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,26
519524,34179,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",9
519525,34179,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
519526,34179,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,2
519527,34179,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,1
519528,34179,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,1
519529,34179,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,1
519530,34179,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,1
519531,34179,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519532,34179,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519533,34179,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519549,34215,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",9
519550,34215,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,7
519551,34215,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,7
519552,34215,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,4
519567,34215,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",12
519568,34215,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,6
519569,34215,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",9
519570,34215,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,4
519571,34215,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,7
519572,34215,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
519573,34215,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,2
519574,34215,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,1
519575,34215,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,1
519576,34215,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,2
519577,34215,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,1
519578,34215,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519579,34215,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519580,34215,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519581,34215,Percussion,Scales-Chromatic,Scales,Chromatic,7
519582,34215,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,40
519583,34215,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,24
519584,34215,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",7
519596,34420,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",8
519597,34420,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,5
519598,34420,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,5
519599,34420,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",6
519600,34420,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,2
519601,34420,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,5
519626,34420,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",9
519627,34420,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,3
519628,34420,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,6
519629,34420,Percussion,Scales-Chromatic,Scales,Chromatic,8
519630,34420,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
519631,34420,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,1
519632,34420,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,1
519633,34420,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,2
519634,34420,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,1
519635,34420,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,2
519636,34420,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519637,34420,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519638,34420,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519640,34420,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,38
519641,34420,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,30
519642,34420,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",8
519671,34581,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",17
519672,34581,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,7
519673,34581,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,9
519674,34581,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",17
519675,34581,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,8
519676,34581,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,8
519677,34581,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",16
519678,34581,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,7
519679,34581,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,7
519680,34581,Percussion,Scales-Chromatic,Scales,Chromatic,12
519681,34581,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,32
519682,34581,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,35
519683,34581,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",12
519684,34581,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
519685,34581,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,1
519686,34581,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,5
519687,34581,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,4
519688,34581,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,4
519689,34581,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,11
519690,34581,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519691,34581,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519692,34581,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519713,34588,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",11
519714,34588,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,4
519715,34588,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,7
519716,34588,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,5
519717,34588,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,6
519724,34588,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",12
519725,34588,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",16
519726,34588,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,5
519727,34588,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,8
519736,34588,Percussion,Scales-Chromatic,Scales,Chromatic,8
519737,34588,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,35
519738,34588,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,29
519739,34588,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",8
519740,34588,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
519741,34588,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,1
519742,34588,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,1
519743,34588,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,2
519744,34588,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,2
519745,34588,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,1
519746,34588,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519747,34588,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519748,34588,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519774,34653,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",9
519775,34653,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,5
519776,34653,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,2
519777,34653,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",7
519778,34653,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,3
519779,34653,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,3
519780,34653,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",9
519781,34653,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,5
519782,34653,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,4
519783,34653,Percussion,Scales-Chromatic,Scales,Chromatic,6
519784,34653,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,15
519785,34653,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,1
519786,34653,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,2
519787,34653,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,2
519788,34653,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,2
519789,34653,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,1
519790,34653,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,1
519791,34653,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519792,34653,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519793,34653,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519794,34653,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,20
519795,34653,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",9
519852,34764,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",12
519853,34764,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,8
519854,34764,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,8
519855,34764,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",10
519856,34764,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,4
519857,34764,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,6
519858,34764,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",11
519859,34764,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,5
519860,34764,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,6
519861,34764,Percussion,Scales-Chromatic,Scales,Chromatic,7
519862,34764,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,1
519863,34764,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,1
519864,34764,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,1
519865,34764,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,1
519866,34764,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,2
519867,34764,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,1
519868,34764,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519869,34764,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519870,34764,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519871,34764,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,30
519872,34764,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,29
519873,34764,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",9
519889,34798,Percussion,Reading-Timpani-Note Accuracy,Reading-Timpani,Note Accuracy,0
519890,34798,Percussion,Reading-Timpani-Rhythmic Accuracy & Articulation,Reading-Timpani,Rhythmic Accuracy & Articulation,0
519891,34798,Percussion,Reading-Timpani-Musicality & Style,Reading-Timpani,Musicality & Style,0
519897,34798,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",10
519898,34798,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,6
519899,34798,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,7
519900,34798,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",14
519901,34798,Percussion,Snare Etude-Note Accuracy,Snare Etude,Note Accuracy,4
519902,34798,Percussion,Snare Etude-Rhythmic Accuracy,Snare Etude,Rhythmic Accuracy,7
519908,34798,Percussion,"Timpani Etude-Musicality, Tempo, & Style",Timpani Etude,"Musicality, Tempo, & Style",14
519909,34798,Percussion,Timpani Etude-Note Accuracy,Timpani Etude,Note Accuracy,6
519910,34798,Percussion,Timpani Etude-Rhythmic Accuracy,Timpani Etude,Rhythmic Accuracy,7
519911,34798,Percussion,Scales-Chromatic,Scales,Chromatic,10
519912,34798,Percussion,Scales-Tempo & Consistency,Scales,Tempo & Consistency,30
519913,34798,Percussion,"Scales-Musicality, Phrasing & Style",Scales,"Musicality, Phrasing & Style",8
519914,34798,Percussion,Reading-Mallet-Note Accuracy & Tone,Reading-Mallet,Note Accuracy & Tone,2
519915,34798,Percussion,Reading-Mallet-Rhythmic Accuracy & Articulation,Reading-Mallet,Rhythmic Accuracy & Articulation,2
519916,34798,Percussion,Reading-Mallet-Musicality & Style,Reading-Mallet,Musicality & Style,1
519917,34798,Percussion,Reading-Snare-Note Accuracy & Tone,Reading-Snare,Note Accuracy & Tone,2
519918,34798,Percussion,Reading-Snare-Rhythmic Accuracy & Articulation,Reading-Snare,Rhythmic Accuracy & Articulation,1
519919,34798,Percussion,Reading-Snare-Musicality & Style,Reading-Snare,Musicality & Style,1
519925,34798,Percussion,Scales-Note Accuracy,Scales,Note Accuracy,37
519942,34803,Percussion,"Mallet Etude-Musicality, Tempo & Style",Mallet Etude,"Musicality, Tempo & Style",11
519943,34803,Percussion,Mallet Etude-Note Accuracy,Mallet Etude,Note Accuracy,7
519944,34803,Percussion,Mallet Etude-Rhythmic Accuracy,Mallet Etude,Rhythmic Accuracy,6
519945,34803,Percussion,"Snare Etude-Musicallyty, Tempo & Style",Snare Etude,"Musicallyty, Tempo & Style",9
