ScoreID,Student,Instrument,ScoreGroup,Description,Score
916483,57186,Alto Saxophone,Chromatic Scale,Chromatic Scale,5
916484,57186,Alto Saxophone,Major Scales,G,7
916485,57186,Alto Saxophone,Major Scales,C,4
916486,57186,Alto Saxophone,Major Scales,F,6
916487,57186,Alto Saxophone,Major Scales,Bb,3
916488,57186,Alto Saxophone,Major Scales,Eb,5
916489,57186,Alto Saxophone,Major Scales,Ab,6
916490,57186,Alto Saxophone,Major Scales,Db,6
916491,57186,Alto Saxophone,Sight-Reading,Tone Quality,2
916492,57186,Alto Saxophone,Sight-Reading,Note Accuracy,6
916493,57186,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,3
916494,57186,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",2
850448,57197,Trombone,Lyrical Etude,Tone Quality,10
850449,57197,Trombone,Lyrical Etude,Note Accuracy,6
850450,57197,Trombone,Lyrical Etude,Rhythmic Accuracy,6
850451,57197,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",8
850452,57197,Trombone,Technical Etude,Tone Quality,9
850453,57197,Trombone,Technical Etude,Note Accuracy,5
850454,57197,Trombone,Technical Etude,Rhythmic Accuracy,5
850455,57197,Trombone,Technical Etude,"Musicality, Tempo & Style",6
850456,57197,Trombone,Chromatic Scale,Chromatic Scale,6
850457,57197,Trombone,Major Scales,G,2
850458,57197,Trombone,Major Scales,C,3
850459,57197,Trombone,Major Scales,F,3
850460,57197,Trombone,Major Scales,Bb,1
850461,57197,Trombone,Major Scales,Eb,0
850462,57197,Trombone,Major Scales,Ab,1
850463,57197,Trombone,Major Scales,Db,1
850464,57197,Trombone,Sight-Reading,Tone Quality,4
850465,57197,Trombone,Sight-Reading,Note Accuracy,3
850466,57197,Trombone,Sight-Reading,Rhythmic Accuracy,3
850467,57197,Trombone,Sight-Reading,"Musicallity, Tempo & Style",4
931565,57198,Percussion,Mallet Etude,Note Accuracy & Tone,9
931566,57198,Percussion,Mallet Etude,Rhythmic Accuracy,9
931567,57198,Percussion,Mallet Etude,"Musicality, Tempo, & Style",18
931568,57198,Percussion,Snare Etude,Rudimental Accuracy,8
931569,57198,Percussion,Snare Etude,Rhythmic Accuracy,8
931570,57198,Percussion,Snare Etude,"Musicality, Tempo, & Style",16
931579,57198,Percussion,Timpani Etude,Tuning Accuracy,8
931580,57198,Percussion,Timpani Etude,Rhythmic Accuracy,9
931581,57198,Percussion,Timpani Etude,"Musicality, Tempo, & Style",17
931571,57198,Percussion,Chromatic Scale,Chromatic Scale,8
931572,57198,Percussion,Major Scales,G,8
931573,57198,Percussion,Major Scales,C,8
931574,57198,Percussion,Major Scales,F,8
931575,57198,Percussion,Major Scales,Bb,8
931576,57198,Percussion,Major Scales,Eb,8
931577,57198,Percussion,Major Scales,Ab,8
931578,57198,Percussion,Major Scales,Db,8
931582,57198,Percussion,Reading-Mallet,Note Accuracy & Tone,1
931583,57198,Percussion,Reading-Mallet,Rhythmic Accuracy,3
931584,57198,Percussion,Reading-Mallet,"Musicality, Tempo & Style",1
931585,57198,Percussion,Reading-Snare,Note Accuracy & Tone,4
931586,57198,Percussion,Reading-Snare,Rhythmic Accuracy,4
931587,57198,Percussion,Reading-Snare,"Musicality, Tempo, & Style",2
896135,57209,French Horn,Lyrical Etude,Tone Quality,17
896136,57209,French Horn,Lyrical Etude,Note Accuracy,9
896137,57209,French Horn,Lyrical Etude,Rhythmic Accuracy,9
896138,57209,French Horn,Lyrical Etude,"Musicallity, Tempo & Style",18
896139,57209,French Horn,Technical Etude,Tone Quality,17
896140,57209,French Horn,Technical Etude,Note Accuracy,9
896141,57209,French Horn,Technical Etude,Rhythmic Accuracy,9
896142,57209,French Horn,Technical Etude,"Musicality, Tempo & Style",18
896143,57209,French Horn,Chromatic Scale,Chromatic Scale,14
896144,57209,French Horn,Major Scales,G,9
896145,57209,French Horn,Major Scales,C,4
896146,57209,French Horn,Major Scales,F,9
896147,57209,French Horn,Major Scales,Bb,9
896148,57209,French Horn,Major Scales,Eb,5
896149,57209,French Horn,Major Scales,Ab,10
896150,57209,French Horn,Major Scales,Db,4
896151,57209,French Horn,Sight-Reading,Tone Quality,7
896152,57209,French Horn,Sight-Reading,Note Accuracy,3
896153,57209,French Horn,Sight-Reading,Rhythmic Accuracy,6
896154,57209,French Horn,Sight-Reading,"Musicallity, Tempo & Style",6
912006,57210,Bb Clarinet,Lyrical Etude,Tone Quality,4
912007,57210,Bb Clarinet,Lyrical Etude,Note Accuracy,5
912008,57210,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,4
912009,57210,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",4
912010,57210,Bb Clarinet,Technical Etude,Tone Quality,4
912011,57210,Bb Clarinet,Technical Etude,Note Accuracy,3
912012,57210,Bb Clarinet,Technical Etude,Rhythmic Accuracy,2
912013,57210,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",3
912014,57210,Bb Clarinet,Chromatic Scale,Chromatic Scale,5
912015,57210,Bb Clarinet,Major Scales,G,2
912016,57210,Bb Clarinet,Major Scales,C,3
912017,57210,Bb Clarinet,Major Scales,F,6
912018,57210,Bb Clarinet,Major Scales,Bb,3
912019,57210,Bb Clarinet,Major Scales,Eb,3
912020,57210,Bb Clarinet,Major Scales,Ab,2
912021,57210,Bb Clarinet,Major Scales,Db,1
912022,57210,Bb Clarinet,Sight-Reading,Tone Quality,2
912023,57210,Bb Clarinet,Sight-Reading,Note Accuracy,1
912024,57210,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,1
912025,57210,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",0
931588,57211,Percussion,Mallet Etude,Note Accuracy & Tone,6
931589,57211,Percussion,Mallet Etude,Rhythmic Accuracy,7
931590,57211,Percussion,Mallet Etude,"Musicality, Tempo, & Style",13
931591,57211,Percussion,Snare Etude,Rudimental Accuracy,6
931592,57211,Percussion,Snare Etude,Rhythmic Accuracy,7
931593,57211,Percussion,Snare Etude,"Musicality, Tempo, & Style",12
931594,57211,Percussion,Timpani Etude,Tuning Accuracy,5
931595,57211,Percussion,Timpani Etude,Rhythmic Accuracy,7
931596,57211,Percussion,Timpani Etude,"Musicality, Tempo, & Style",13
931597,57211,Percussion,Chromatic Scale,Chromatic Scale,6
931598,57211,Percussion,Major Scales,G,7
931599,57211,Percussion,Major Scales,C,7
931600,57211,Percussion,Major Scales,F,7
931601,57211,Percussion,Major Scales,Bb,7
931602,57211,Percussion,Major Scales,Eb,7
931603,57211,Percussion,Major Scales,Ab,7
931604,57211,Percussion,Major Scales,Db,7
931605,57211,Percussion,Reading-Mallet,Note Accuracy & Tone,2
931606,57211,Percussion,Reading-Mallet,Rhythmic Accuracy,1
931607,57211,Percussion,Reading-Mallet,"Musicality, Tempo & Style",1
931608,57211,Percussion,Reading-Snare,Note Accuracy & Tone,3
931609,57211,Percussion,Reading-Snare,Rhythmic Accuracy,1
931610,57211,Percussion,Reading-Snare,"Musicality, Tempo, & Style",1
937907,57213,Flute,Lyrical Etude,Tone Quality,9
937908,57213,Flute,Lyrical Etude,Note Accuracy,9
937909,57213,Flute,Lyrical Etude,Rhythmic Accuracy,9
937910,57213,Flute,Lyrical Etude,"Musicallity, Tempo & Style",9
937939,57213,Flute,Technical Etude,Tone Quality,8
937940,57213,Flute,Technical Etude,Note Accuracy,6
937941,57213,Flute,Technical Etude,Rhythmic Accuracy,8
937942,57213,Flute,Technical Etude,"Musicality, Tempo & Style",7
937984,57213,Flute,Chromatic Scale,Chromatic Scale,7
937985,57213,Flute,Major Scales,G,7
937986,57213,Flute,Major Scales,C,9
937987,57213,Flute,Major Scales,F,7
937988,57213,Flute,Major Scales,Bb,7
937993,57213,Flute,Major Scales,Eb,8
937994,57213,Flute,Major Scales,Ab,7
937995,57213,Flute,Major Scales,Db,8
937996,57213,Flute,Sight-Reading,Tone Quality,5
937997,57213,Flute,Sight-Reading,Note Accuracy,5
937998,57213,Flute,Sight-Reading,Rhythmic Accuracy,2
937999,57213,Flute,Sight-Reading,"Musicallity, Tempo & Style",0
912198,57214,Bb Clarinet,Lyrical Etude,Tone Quality,12
912199,57214,Bb Clarinet,Lyrical Etude,Note Accuracy,10
912200,57214,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,10
912201,57214,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",14
912202,57214,Bb Clarinet,Technical Etude,Tone Quality,12
912203,57214,Bb Clarinet,Technical Etude,Note Accuracy,9
912204,57214,Bb Clarinet,Technical Etude,Rhythmic Accuracy,9
912205,57214,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",14
912206,57214,Bb Clarinet,Chromatic Scale,Chromatic Scale,9
912207,57214,Bb Clarinet,Major Scales,G,8
912208,57214,Bb Clarinet,Major Scales,C,8
912209,57214,Bb Clarinet,Major Scales,F,9
912210,57214,Bb Clarinet,Major Scales,Bb,8
912211,57214,Bb Clarinet,Major Scales,Eb,10
912212,57214,Bb Clarinet,Major Scales,Ab,6
912213,57214,Bb Clarinet,Major Scales,Db,5
912214,57214,Bb Clarinet,Sight-Reading,Tone Quality,8
912215,57214,Bb Clarinet,Sight-Reading,Note Accuracy,6
912216,57214,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,6
912217,57214,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",1
881097,57215,Trumpet,Lyrical Etude,Tone Quality,1
881098,57215,Trumpet,Lyrical Etude,Note Accuracy,1
881099,57215,Trumpet,Lyrical Etude,Rhythmic Accuracy,1
881100,57215,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",1
881101,57215,Trumpet,Technical Etude,Tone Quality,1
881102,57215,Trumpet,Technical Etude,Note Accuracy,2
881103,57215,Trumpet,Technical Etude,Rhythmic Accuracy,2
881104,57215,Trumpet,Technical Etude,"Musicality, Tempo & Style",0
881105,57215,Trumpet,Chromatic Scale,Chromatic Scale,0
881106,57215,Trumpet,Major Scales,G,1
881107,57215,Trumpet,Major Scales,C,1
881108,57215,Trumpet,Major Scales,F,1
881109,57215,Trumpet,Major Scales,Bb,2
881110,57215,Trumpet,Major Scales,Eb,2
881111,57215,Trumpet,Major Scales,Ab,2
881112,57215,Trumpet,Major Scales,Db,2
881113,57215,Trumpet,Sight-Reading,Tone Quality,0
881114,57215,Trumpet,Sight-Reading,Note Accuracy,0
881115,57215,Trumpet,Sight-Reading,Rhythmic Accuracy,0
881116,57215,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",0
931611,57216,Percussion,Mallet Etude,Note Accuracy & Tone,7
931612,57216,Percussion,Mallet Etude,Rhythmic Accuracy,7
931613,57216,Percussion,Mallet Etude,"Musicality, Tempo, & Style",9
931614,57216,Percussion,Snare Etude,Rudimental Accuracy,4
931615,57216,Percussion,Snare Etude,Rhythmic Accuracy,6
931616,57216,Percussion,Snare Etude,"Musicality, Tempo, & Style",8
931617,57216,Percussion,Timpani Etude,Tuning Accuracy,4
931618,57216,Percussion,Timpani Etude,Rhythmic Accuracy,7
931619,57216,Percussion,Timpani Etude,"Musicality, Tempo, & Style",9
931620,57216,Percussion,Chromatic Scale,Chromatic Scale,6
931621,57216,Percussion,Major Scales,G,6
931622,57216,Percussion,Major Scales,C,6
931623,57216,Percussion,Major Scales,F,6
931624,57216,Percussion,Major Scales,Bb,6
931625,57216,Percussion,Major Scales,Eb,6
931626,57216,Percussion,Major Scales,Ab,6
931627,57216,Percussion,Major Scales,Db,6
931628,57216,Percussion,Reading-Mallet,Note Accuracy & Tone,1
931629,57216,Percussion,Reading-Mallet,Rhythmic Accuracy,1
931630,57216,Percussion,Reading-Mallet,"Musicality, Tempo & Style",1
931631,57216,Percussion,Reading-Snare,Note Accuracy & Tone,3
931632,57216,Percussion,Reading-Snare,Rhythmic Accuracy,1
931633,57216,Percussion,Reading-Snare,"Musicality, Tempo, & Style",1
937409,57217,Oboe,Lyrical Etude,Tone Quality,10
937410,57217,Oboe,Lyrical Etude,Note Accuracy,8
937411,57217,Oboe,Lyrical Etude,Rhythmic Accuracy,8
937412,57217,Oboe,Lyrical Etude,"Musicallity, Tempo & Style",10
937436,57217,Oboe,Technical Etude,Tone Quality,8
937437,57217,Oboe,Technical Etude,Note Accuracy,7
937438,57217,Oboe,Technical Etude,Rhythmic Accuracy,7
937439,57217,Oboe,Technical Etude,"Musicality, Tempo & Style",7
937452,57217,Oboe,Chromatic Scale,Chromatic Scale,10
937485,57217,Oboe,Major Scales,G,3
937486,57217,Oboe,Major Scales,C,6
937487,57217,Oboe,Major Scales,F,6
937488,57217,Oboe,Major Scales,Bb,6
937489,57217,Oboe,Major Scales,Eb,6
937490,57217,Oboe,Major Scales,Ab,3
937491,57217,Oboe,Major Scales,Db,6
937504,57217,Oboe,Sight-Reading,Tone Quality,3
937505,57217,Oboe,Sight-Reading,Note Accuracy,3
937506,57217,Oboe,Sight-Reading,Rhythmic Accuracy,3
937507,57217,Oboe,Sight-Reading,"Musicallity, Tempo & Style",0
912320,57219,Bb Clarinet,Lyrical Etude,Tone Quality,12
912321,57219,Bb Clarinet,Lyrical Etude,Note Accuracy,8
912322,57219,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,9
912323,57219,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",10
912324,57219,Bb Clarinet,Technical Etude,Tone Quality,8
912325,57219,Bb Clarinet,Technical Etude,Note Accuracy,10
912326,57219,Bb Clarinet,Technical Etude,Rhythmic Accuracy,8
912327,57219,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",6
912328,57219,Bb Clarinet,Chromatic Scale,Chromatic Scale,11
912329,57219,Bb Clarinet,Major Scales,G,8
912330,57219,Bb Clarinet,Major Scales,C,4
912331,57219,Bb Clarinet,Major Scales,F,6
912332,57219,Bb Clarinet,Major Scales,Bb,5
912333,57219,Bb Clarinet,Major Scales,Eb,4
912334,57219,Bb Clarinet,Major Scales,Ab,5
912335,57219,Bb Clarinet,Major Scales,Db,4
912336,57219,Bb Clarinet,Sight-Reading,Tone Quality,3
912337,57219,Bb Clarinet,Sight-Reading,Note Accuracy,2
912338,57219,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,1
912339,57219,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",0
881117,57221,Trumpet,Lyrical Etude,Tone Quality,7
881118,57221,Trumpet,Lyrical Etude,Note Accuracy,7
881119,57221,Trumpet,Lyrical Etude,Rhythmic Accuracy,7
881120,57221,Trumpet,Lyrical Etude,"Musicallity, Tempo & Style",8
881121,57221,Trumpet,Technical Etude,Tone Quality,7
881122,57221,Trumpet,Technical Etude,Note Accuracy,7
881123,57221,Trumpet,Technical Etude,Rhythmic Accuracy,7
881124,57221,Trumpet,Technical Etude,"Musicality, Tempo & Style",6
881125,57221,Trumpet,Chromatic Scale,Chromatic Scale,9
881126,57221,Trumpet,Major Scales,G,7
881127,57221,Trumpet,Major Scales,C,5
881128,57221,Trumpet,Major Scales,F,9
881129,57221,Trumpet,Major Scales,Bb,5
881130,57221,Trumpet,Major Scales,Eb,5
881131,57221,Trumpet,Major Scales,Ab,6
881132,57221,Trumpet,Major Scales,Db,5
881153,57221,Trumpet,Sight-Reading,Tone Quality,1
881154,57221,Trumpet,Sight-Reading,Note Accuracy,1
881155,57221,Trumpet,Sight-Reading,Rhythmic Accuracy,1
881156,57221,Trumpet,Sight-Reading,"Musicallity, Tempo & Style",1
938036,57222,Flute,Lyrical Etude,Tone Quality,5
938037,57222,Flute,Lyrical Etude,Note Accuracy,6
938038,57222,Flute,Lyrical Etude,Rhythmic Accuracy,8
938039,57222,Flute,Lyrical Etude,"Musicallity, Tempo & Style",5
938040,57222,Flute,Technical Etude,Tone Quality,5
938041,57222,Flute,Technical Etude,Note Accuracy,6
938042,57222,Flute,Technical Etude,Rhythmic Accuracy,5
938043,57222,Flute,Technical Etude,"Musicality, Tempo & Style",5
938081,57222,Flute,Chromatic Scale,Chromatic Scale,5
938151,57222,Flute,Major Scales,G,6
938152,57222,Flute,Major Scales,C,6
938153,57222,Flute,Major Scales,F,6
938154,57222,Flute,Major Scales,Bb,3
938155,57222,Flute,Major Scales,Eb,6
938156,57222,Flute,Major Scales,Ab,3
938157,57222,Flute,Major Scales,Db,6
938158,57222,Flute,Sight-Reading,Tone Quality,5
938160,57222,Flute,Sight-Reading,Note Accuracy,4
938161,57222,Flute,Sight-Reading,Rhythmic Accuracy,3
938159,57222,Flute,Sight-Reading,"Musicallity, Tempo & Style",0
850468,57223,Trombone,Lyrical Etude,Tone Quality,5
850469,57223,Trombone,Lyrical Etude,Note Accuracy,6
850470,57223,Trombone,Lyrical Etude,Rhythmic Accuracy,8
850471,57223,Trombone,Lyrical Etude,"Musicallity, Tempo & Style",8
850472,57223,Trombone,Technical Etude,Tone Quality,3
850473,57223,Trombone,Technical Etude,Note Accuracy,4
850474,57223,Trombone,Technical Etude,Rhythmic Accuracy,5
850475,57223,Trombone,Technical Etude,"Musicality, Tempo & Style",8
850476,57223,Trombone,Chromatic Scale,Chromatic Scale,4
850477,57223,Trombone,Major Scales,G,4
850478,57223,Trombone,Major Scales,C,2
850479,57223,Trombone,Major Scales,F,3
850480,57223,Trombone,Major Scales,Bb,2
850481,57223,Trombone,Major Scales,Eb,2
850482,57223,Trombone,Major Scales,Ab,2
850483,57223,Trombone,Major Scales,Db,2
850484,57223,Trombone,Sight-Reading,Tone Quality,4
850485,57223,Trombone,Sight-Reading,Note Accuracy,3
850486,57223,Trombone,Sight-Reading,Rhythmic Accuracy,3
850487,57223,Trombone,Sight-Reading,"Musicallity, Tempo & Style",3
938186,57224,Flute,Lyrical Etude,Tone Quality,8
938187,57224,Flute,Lyrical Etude,Note Accuracy,8
938188,57224,Flute,Lyrical Etude,Rhythmic Accuracy,8
938189,57224,Flute,Lyrical Etude,"Musicallity, Tempo & Style",9
938190,57224,Flute,Technical Etude,Tone Quality,8
938191,57224,Flute,Technical Etude,Note Accuracy,9
938192,57224,Flute,Technical Etude,Rhythmic Accuracy,8
938193,57224,Flute,Technical Etude,"Musicality, Tempo & Style",9
938221,57224,Flute,Chromatic Scale,Chromatic Scale,11
938251,57224,Flute,Major Scales,G,8
938252,57224,Flute,Major Scales,C,8
938253,57224,Flute,Major Scales,F,8
938254,57224,Flute,Major Scales,Bb,7
938283,57224,Flute,Major Scales,Eb,7
938284,57224,Flute,Major Scales,Ab,7
938285,57224,Flute,Major Scales,Db,8
938286,57224,Flute,Sight-Reading,Tone Quality,7
938287,57224,Flute,Sight-Reading,Note Accuracy,5
938288,57224,Flute,Sight-Reading,Rhythmic Accuracy,5
938289,57224,Flute,Sight-Reading,"Musicallity, Tempo & Style",3
906308,57226,Tuba,Lyrical Etude,Tone Quality,9
906309,57226,Tuba,Lyrical Etude,Note Accuracy,7
906310,57226,Tuba,Lyrical Etude,Rhythmic Accuracy,7
906311,57226,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",8
906312,57226,Tuba,Technical Etude,Tone Quality,8
906313,57226,Tuba,Technical Etude,Note Accuracy,7
906314,57226,Tuba,Technical Etude,Rhythmic Accuracy,7
906315,57226,Tuba,Technical Etude,"Musicality, Tempo & Style",8
906316,57226,Tuba,Chromatic Scale,Chromatic Scale,8
906317,57226,Tuba,Major Scales,G,5
906318,57226,Tuba,Major Scales,C,3
906319,57226,Tuba,Major Scales,F,6
906320,57226,Tuba,Major Scales,Bb,3
906321,57226,Tuba,Major Scales,Eb,5
906322,57226,Tuba,Major Scales,Ab,7
906323,57226,Tuba,Major Scales,Db,3
906324,57226,Tuba,Sight-Reading,Tone Quality,6
906325,57226,Tuba,Sight-Reading,Note Accuracy,4
906326,57226,Tuba,Sight-Reading,Rhythmic Accuracy,4
906327,57226,Tuba,Sight-Reading,"Musicallity, Tempo & Style",3
931634,57265,Percussion,Mallet Etude,Note Accuracy & Tone,6
931635,57265,Percussion,Mallet Etude,Rhythmic Accuracy,5
931636,57265,Percussion,Mallet Etude,"Musicality, Tempo, & Style",9
931637,57265,Percussion,Snare Etude,Rudimental Accuracy,5
931638,57265,Percussion,Snare Etude,Rhythmic Accuracy,7
931639,57265,Percussion,Snare Etude,"Musicality, Tempo, & Style",11
931640,57265,Percussion,Timpani Etude,Tuning Accuracy,6
931641,57265,Percussion,Timpani Etude,Rhythmic Accuracy,8
931642,57265,Percussion,Timpani Etude,"Musicality, Tempo, & Style",8
931643,57265,Percussion,Chromatic Scale,Chromatic Scale,7
931644,57265,Percussion,Major Scales,G,6
931645,57265,Percussion,Major Scales,C,6
931646,57265,Percussion,Major Scales,F,7
931647,57265,Percussion,Major Scales,Bb,7
931648,57265,Percussion,Major Scales,Eb,7
931649,57265,Percussion,Major Scales,Ab,6
931650,57265,Percussion,Major Scales,Db,5
931651,57265,Percussion,Reading-Mallet,Note Accuracy & Tone,1
931652,57265,Percussion,Reading-Mallet,Rhythmic Accuracy,2
931653,57265,Percussion,Reading-Mallet,"Musicality, Tempo & Style",1
931654,57265,Percussion,Reading-Snare,Note Accuracy & Tone,3
931655,57265,Percussion,Reading-Snare,Rhythmic Accuracy,1
931656,57265,Percussion,Reading-Snare,"Musicality, Tempo, & Style",1
896175,57290,French Horn,Lyrical Etude,Tone Quality,9
896176,57290,French Horn,Lyrical Etude,Note Accuracy,6
896177,57290,French Horn,Lyrical Etude,Rhythmic Accuracy,7
896178,57290,French Horn,Lyrical Etude,"Musicallity, Tempo & Style",9
896179,57290,French Horn,Technical Etude,Tone Quality,11
896180,57290,French Horn,Technical Etude,Note Accuracy,8
896181,57290,French Horn,Technical Etude,Rhythmic Accuracy,8
896182,57290,French Horn,Technical Etude,"Musicality, Tempo & Style",12
896183,57290,French Horn,Chromatic Scale,Chromatic Scale,12
896184,57290,French Horn,Major Scales,G,8
896185,57290,French Horn,Major Scales,C,6
896186,57290,French Horn,Major Scales,F,8
896187,57290,French Horn,Major Scales,Bb,9
896188,57290,French Horn,Major Scales,Eb,6
896189,57290,French Horn,Major Scales,Ab,8
896190,57290,French Horn,Major Scales,Db,7
896191,57290,French Horn,Sight-Reading,Tone Quality,4
896192,57290,French Horn,Sight-Reading,Note Accuracy,1
896193,57290,French Horn,Sight-Reading,Rhythmic Accuracy,1
896194,57290,French Horn,Sight-Reading,"Musicallity, Tempo & Style",3
912405,57373,Bb Clarinet,Lyrical Etude,Tone Quality,11
912406,57373,Bb Clarinet,Lyrical Etude,Note Accuracy,10
912407,57373,Bb Clarinet,Lyrical Etude,Rhythmic Accuracy,9
912408,57373,Bb Clarinet,Lyrical Etude,"Musicallity, Tempo & Style",12
912409,57373,Bb Clarinet,Technical Etude,Tone Quality,11
912410,57373,Bb Clarinet,Technical Etude,Note Accuracy,10
912411,57373,Bb Clarinet,Technical Etude,Rhythmic Accuracy,10
912412,57373,Bb Clarinet,Technical Etude,"Musicality, Tempo & Style",10
912413,57373,Bb Clarinet,Chromatic Scale,Chromatic Scale,12
912414,57373,Bb Clarinet,Major Scales,G,9
912415,57373,Bb Clarinet,Major Scales,C,9
912416,57373,Bb Clarinet,Major Scales,F,13
912417,57373,Bb Clarinet,Major Scales,Bb,9
912418,57373,Bb Clarinet,Major Scales,Eb,12
912419,57373,Bb Clarinet,Major Scales,Ab,9
912420,57373,Bb Clarinet,Major Scales,Db,8
912421,57373,Bb Clarinet,Sight-Reading,Tone Quality,6
912422,57373,Bb Clarinet,Sight-Reading,Note Accuracy,4
912423,57373,Bb Clarinet,Sight-Reading,Rhythmic Accuracy,3
912424,57373,Bb Clarinet,Sight-Reading,"Musicallity, Tempo & Style",2
916415,57375,Alto Saxophone,Lyrical Etude,Tone Quality,7
916416,57375,Alto Saxophone,Lyrical Etude,Note Accuracy,8
916417,57375,Alto Saxophone,Lyrical Etude,Rhythmic Accuracy,8
916418,57375,Alto Saxophone,Lyrical Etude,"Musicallity, Tempo & Style",6
916419,57375,Alto Saxophone,Technical Etude,Tone Quality,6
916420,57375,Alto Saxophone,Technical Etude,Note Accuracy,7
916421,57375,Alto Saxophone,Technical Etude,Rhythmic Accuracy,9
916422,57375,Alto Saxophone,Technical Etude,"Musicality, Tempo & Style",6
916423,57375,Alto Saxophone,Chromatic Scale,Chromatic Scale,4
916424,57375,Alto Saxophone,Major Scales,G,5
916425,57375,Alto Saxophone,Major Scales,C,3
916426,57375,Alto Saxophone,Major Scales,F,6
916427,57375,Alto Saxophone,Major Scales,Bb,3
916428,57375,Alto Saxophone,Major Scales,Eb,6
916429,57375,Alto Saxophone,Major Scales,Ab,7
916430,57375,Alto Saxophone,Major Scales,Db,6
916431,57375,Alto Saxophone,Sight-Reading,Tone Quality,4
916432,57375,Alto Saxophone,Sight-Reading,Note Accuracy,5
916433,57375,Alto Saxophone,Sight-Reading,Rhythmic Accuracy,4
916434,57375,Alto Saxophone,Sight-Reading,"Musicallity, Tempo & Style",2
906348,57378,Tuba,Lyrical Etude,Tone Quality,7
906349,57378,Tuba,Lyrical Etude,Note Accuracy,7
906350,57378,Tuba,Lyrical Etude,Rhythmic Accuracy,7
906351,57378,Tuba,Lyrical Etude,"Musicallity, Tempo & Style",7
906352,57378,Tuba,Technical Etude,Tone Quality,7
906353,57378,Tuba,Technical Etude,Note Accuracy,7
906354,57378,Tuba,Technical Etude,Rhythmic Accuracy,7
906355,57378,Tuba,Technical Etude,"Musicality, Tempo & Style",6
906356,57378,Tuba,Chromatic Scale,Chromatic Scale,4
906357,57378,Tuba,Major Scales,G,1
906358,57378,Tuba,Major Scales,C,2
906359,57378,Tuba,Major Scales,F,2
906360,57378,Tuba,Major Scales,Bb,2
906361,57378,Tuba,Major Scales,Eb,2
906362,57378,Tuba,Major Scales,Ab,2
906363,57378,Tuba,Major Scales,Db,2
906364,57378,Tuba,Sight-Reading,Tone Quality,4
906365,57378,Tuba,Sight-Reading,Note Accuracy,4
906366,57378,Tuba,Sight-Reading,Rhythmic Accuracy,4
906367,57378,Tuba,Sight-Reading,"Musicallity, Tempo & Style",2
919278,57379,Bassoon,Lyrical Etude,Tone Quality,7
919279,57379,Bassoon,Lyrical Etude,Note Accuracy,7
919280,57379,Bassoon,Lyrical Etude,Rhythmic Accuracy,8
919281,57379,Bassoon,Lyrical Etude,"Musicallity, Tempo & Style",10
919282,57379,Bassoon,Technical Etude,Tone Quality,7
919283,57379,Bassoon,Technical Etude,Note Accuracy,5
919284,57379,Bassoon,Technical Etude,Rhythmic Accuracy,7
919285,57379,Bassoon,Technical Etude,"Musicality, Tempo & Style",10
919311,57379,Bassoon,Chromatic Scale,Chromatic Scale,7
919312,57379,Bassoon,Major Scales,G,5
919313,57379,Bassoon,Major Scales,C,5
919314,57379,Bassoon,Major Scales,F,5
919315,57379,Bassoon,Major Scales,Bb,7
919316,57379,Bassoon,Major Scales,Eb,5
919317,57379,Bassoon,Major Scales,Ab,2
919318,57379,Bassoon,Major Scales,Db,2
919319,57379,Bassoon,Sight-Reading,Tone Quality,7
919320,57379,Bassoon,Sight-Reading,Note Accuracy,6
919321,57379,Bassoon,Sight-Reading,Rhythmic Accuracy,6
919322,57379,Bassoon,Sight-Reading,"Musicallity, Tempo & Style",5
931680,57383,Percussion,Mallet Etude,Note Accuracy & Tone,7
931681,57383,Percussion,Mallet Etude,Rhythmic Accuracy,7
931682,57383,Percussion,Mallet Etude,"Musicality, Tempo, & Style",11
931683,57383,Percussion,Snare Etude,Rudimental Accuracy,6
931684,57383,Percussion,Snare Etude,Rhythmic Accuracy,7
931685,57383,Percussion,Snare Etude,"Musicality, Tempo, & Style",14
931686,57383,Percussion,Timpani Etude,Tuning Accuracy,4
931687,57383,Percussion,Timpani Etude,Rhythmic Accuracy,7
931688,57383,Percussion,Timpani Etude,"Musicality, Tempo, & Style",11
931689,57383,Percussion,Chromatic Scale,Chromatic Scale,7
