ScoreID,Student,Instrument,CategoryNew,ScoreGroup,Description,Score,MaxScore,NormalizedScore
525730,34561,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3,10.0,0.3
525731,34561,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
525732,34561,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
525734,34579,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",19,20.0,0.95
525735,34579,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,15,15.0,1.0
525736,34579,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,10,10.0,1.0
525737,34579,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
525739,34579,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",19,20.0,0.95
525740,34579,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,14,15.0,0.9333333333333333
525741,34579,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,10,10.0,1.0
525742,34579,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,10,10.0,1.0
525744,34579,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,14,15.0,0.9333333333333333
525745,34579,Bb Clarinet,Scales-G,Major Scales,G,5,8.0,0.625
525746,34579,Bb Clarinet,Scales-C,Major Scales,C,5,8.0,0.625
525747,34579,Bb Clarinet,Scales-F,Major Scales,F,5,8.0,0.625
525748,34579,Bb Clarinet,Scales-Bb,Major Scales,Bb,4,8.0,0.5
525749,34579,Bb Clarinet,Scales-Eb,Major Scales,Eb,5,8.0,0.625
525750,34579,Bb Clarinet,Scales-Ab,Major Scales,Ab,5,8.0,0.625
525751,34579,Bb Clarinet,Scales-Db,Major Scales,Db,4,8.0,0.5
525755,34579,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,9,10.0,0.9
525756,34579,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
525757,34579,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
525758,34579,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,4,5.0,0.8
525760,34671,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",17,20.0,0.85
525761,34671,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,12,15.0,0.8
525762,34671,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,10,10.0,1.0
525763,34671,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,10,10.0,1.0
525765,34671,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
525766,34671,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8,15.0,0.5333333333333333
525767,34671,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9,10.0,0.9
525768,34671,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
525770,34671,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,11,15.0,0.7333333333333333
525771,34671,Bb Clarinet,Scales-G,Major Scales,G,3,8.0,0.375
525772,34671,Bb Clarinet,Scales-C,Major Scales,C,3,8.0,0.375
525773,34671,Bb Clarinet,Scales-F,Major Scales,F,3,8.0,0.375
525774,34671,Bb Clarinet,Scales-Bb,Major Scales,Bb,4,8.0,0.5
525775,34671,Bb Clarinet,Scales-Eb,Major Scales,Eb,4,8.0,0.5
525776,34671,Bb Clarinet,Scales-Ab,Major Scales,Ab,4,8.0,0.5
525777,34671,Bb Clarinet,Scales-Db,Major Scales,Db,4,8.0,0.5
525781,34671,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5,10.0,0.5
525782,34671,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
525783,34671,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",2,10.0,0.2
525784,34671,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
525786,34763,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
525787,34763,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8,15.0,0.5333333333333333
525788,34763,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
525789,34763,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
525791,34763,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
525792,34763,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,8,15.0,0.5333333333333333
525793,34763,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9,10.0,0.9
525794,34763,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
525796,34763,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,9,15.0,0.6
525797,34763,Bb Clarinet,Scales-G,Major Scales,G,3,8.0,0.375
525798,34763,Bb Clarinet,Scales-C,Major Scales,C,3,8.0,0.375
525799,34763,Bb Clarinet,Scales-F,Major Scales,F,2,8.0,0.25
525800,34763,Bb Clarinet,Scales-Bb,Major Scales,Bb,4,8.0,0.5
525801,34763,Bb Clarinet,Scales-Eb,Major Scales,Eb,3,8.0,0.375
525802,34763,Bb Clarinet,Scales-Ab,Major Scales,Ab,3,8.0,0.375
525803,34763,Bb Clarinet,Scales-Db,Major Scales,Db,3,8.0,0.375
525807,34763,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5,10.0,0.5
525808,34763,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
525809,34763,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
525810,34763,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
525812,35163,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
525813,35163,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9,15.0,0.6
525814,35163,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9,10.0,0.9
525815,35163,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
525817,35163,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
525818,35163,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7,15.0,0.4666666666666667
525819,35163,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8,10.0,0.8
525820,35163,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
525822,35163,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,11,15.0,0.7333333333333333
525823,35163,Bb Clarinet,Scales-G,Major Scales,G,3,8.0,0.375
525824,35163,Bb Clarinet,Scales-C,Major Scales,C,3,8.0,0.375
525825,35163,Bb Clarinet,Scales-F,Major Scales,F,4,8.0,0.5
525826,35163,Bb Clarinet,Scales-Bb,Major Scales,Bb,3,8.0,0.375
525827,35163,Bb Clarinet,Scales-Eb,Major Scales,Eb,2,8.0,0.25
525828,35163,Bb Clarinet,Scales-Ab,Major Scales,Ab,3,8.0,0.375
525829,35163,Bb Clarinet,Scales-Db,Major Scales,Db,3,8.0,0.375
525833,35163,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4,10.0,0.4
525834,35163,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
525835,35163,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",2,10.0,0.2
525836,35163,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
525838,35510,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
525839,35510,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9,15.0,0.6
525840,35510,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,9,10.0,0.9
525841,35510,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
525843,35510,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
525844,35510,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10,15.0,0.6666666666666666
525845,35510,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,8,10.0,0.8
525846,35510,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
525848,35510,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,9,15.0,0.6
525849,35510,Bb Clarinet,Scales-G,Major Scales,G,4,8.0,0.5
525850,35510,Bb Clarinet,Scales-C,Major Scales,C,4,8.0,0.5
525851,35510,Bb Clarinet,Scales-F,Major Scales,F,4,8.0,0.5
525852,35510,Bb Clarinet,Scales-Bb,Major Scales,Bb,3,8.0,0.375
525853,35510,Bb Clarinet,Scales-Eb,Major Scales,Eb,4,8.0,0.5
525854,35510,Bb Clarinet,Scales-Ab,Major Scales,Ab,3,8.0,0.375
525855,35510,Bb Clarinet,Scales-Db,Major Scales,Db,3,8.0,0.375
525859,35510,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,4,10.0,0.4
525860,35510,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
525861,35510,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",2,10.0,0.2
525862,35510,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
525864,35892,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",4,20.0,0.2
525865,35892,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9,15.0,0.6
525866,35892,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,3,10.0,0.3
525867,35892,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,3,10.0,0.3
525869,35892,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",1,20.0,0.05
525870,35892,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7,15.0,0.4666666666666667
525871,35892,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,1,10.0,0.1
525872,35892,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,1,10.0,0.1
525874,35892,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,0,15.0,0.0
525875,35892,Bb Clarinet,Scales-G,Major Scales,G,0,8.0,0.0
525876,35892,Bb Clarinet,Scales-C,Major Scales,C,0,8.0,0.0
525877,35892,Bb Clarinet,Scales-F,Major Scales,F,0,8.0,0.0
525878,35892,Bb Clarinet,Scales-Bb,Major Scales,Bb,0,8.0,0.0
525879,35892,Bb Clarinet,Scales-Eb,Major Scales,Eb,0,8.0,0.0
525880,35892,Bb Clarinet,Scales-Ab,Major Scales,Ab,0,8.0,0.0
525881,35892,Bb Clarinet,Scales-Db,Major Scales,Db,0,8.0,0.0
525885,35892,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,0,10.0,0.0
525886,35892,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,1,10.0,0.1
525887,35892,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
525888,35892,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
525890,35900,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
525891,35900,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,11,15.0,0.7333333333333333
525892,35900,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,10,10.0,1.0
525893,35900,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
525895,35900,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",14,20.0,0.7
525896,35900,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10,15.0,0.6666666666666666
525897,35900,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9,10.0,0.9
525898,35900,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
525900,35900,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,9,15.0,0.6
525901,35900,Bb Clarinet,Scales-G,Major Scales,G,4,8.0,0.5
525902,35900,Bb Clarinet,Scales-C,Major Scales,C,4,8.0,0.5
525903,35900,Bb Clarinet,Scales-F,Major Scales,F,4,8.0,0.5
525904,35900,Bb Clarinet,Scales-Bb,Major Scales,Bb,4,8.0,0.5
525905,35900,Bb Clarinet,Scales-Eb,Major Scales,Eb,4,8.0,0.5
525906,35900,Bb Clarinet,Scales-Ab,Major Scales,Ab,4,8.0,0.5
525907,35900,Bb Clarinet,Scales-Db,Major Scales,Db,3,8.0,0.375
525911,35900,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,8,10.0,0.8
525912,35900,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,7,10.0,0.7
525913,35900,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",4,10.0,0.4
525914,35900,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
525916,36016,Bb Clarinet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",9,20.0,0.45
525917,36016,Bb Clarinet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,8,15.0,0.5333333333333333
525918,36016,Bb Clarinet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
525919,36016,Bb Clarinet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,3,10.0,0.3
525921,36016,Bb Clarinet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",11,20.0,0.55
525922,36016,Bb Clarinet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9,15.0,0.6
525923,36016,Bb Clarinet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,7,10.0,0.7
525924,36016,Bb Clarinet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,8,10.0,0.8
525926,36016,Bb Clarinet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,0,15.0,0.0
525927,36016,Bb Clarinet,Scales-G,Major Scales,G,1,8.0,0.125
525928,36016,Bb Clarinet,Scales-C,Major Scales,C,0,8.0,0.0
525929,36016,Bb Clarinet,Scales-F,Major Scales,F,1,8.0,0.125
525930,36016,Bb Clarinet,Scales-Bb,Major Scales,Bb,2,8.0,0.25
525931,36016,Bb Clarinet,Scales-Eb,Major Scales,Eb,3,8.0,0.375
525932,36016,Bb Clarinet,Scales-Ab,Major Scales,Ab,0,8.0,0.0
525933,36016,Bb Clarinet,Scales-Db,Major Scales,Db,0,8.0,0.0
525937,36016,Bb Clarinet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2,10.0,0.2
525938,36016,Bb Clarinet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
525939,36016,Bb Clarinet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",1,10.0,0.1
525940,36016,Bb Clarinet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
525943,32066,Trumpet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
525944,32066,Trumpet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,7,15.0,0.4666666666666667
525945,32066,Trumpet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
525946,32066,Trumpet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,8,10.0,0.8
525948,32066,Trumpet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",7,20.0,0.35
525949,32066,Trumpet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,7,15.0,0.4666666666666667
525950,32066,Trumpet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6,10.0,0.6
525951,32066,Trumpet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,6,10.0,0.6
525953,32066,Trumpet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,8,15.0,0.5333333333333333
525954,32066,Trumpet,Scales-G,Major Scales,G,2,8.0,0.25
525955,32066,Trumpet,Scales-C,Major Scales,C,0,8.0,0.0
525956,32066,Trumpet,Scales-F,Major Scales,F,2,8.0,0.25
525957,32066,Trumpet,Scales-Bb,Major Scales,Bb,0,8.0,0.0
525958,32066,Trumpet,Scales-Eb,Major Scales,Eb,0,8.0,0.0
525959,32066,Trumpet,Scales-Ab,Major Scales,Ab,0,8.0,0.0
525960,32066,Trumpet,Scales-Db,Major Scales,Db,0,8.0,0.0
525964,32066,Trumpet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2,10.0,0.2
525965,32066,Trumpet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,3,10.0,0.3
525966,32066,Trumpet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",2,10.0,0.2
525967,32066,Trumpet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
525969,32100,Trumpet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",13,20.0,0.65
525970,32100,Trumpet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,9,15.0,0.6
525971,32100,Trumpet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,10,10.0,1.0
525972,32100,Trumpet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,10,10.0,1.0
525974,32100,Trumpet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",12,20.0,0.6
525975,32100,Trumpet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,10,15.0,0.6666666666666666
525976,32100,Trumpet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,9,10.0,0.9
525977,32100,Trumpet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,9,10.0,0.9
525979,32100,Trumpet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,15,15.0,1.0
525980,32100,Trumpet,Scales-G,Major Scales,G,0,8.0,0.0
525981,32100,Trumpet,Scales-C,Major Scales,C,0,8.0,0.0
525982,32100,Trumpet,Scales-F,Major Scales,F,4,8.0,0.5
525983,32100,Trumpet,Scales-Bb,Major Scales,Bb,0,8.0,0.0
525984,32100,Trumpet,Scales-Eb,Major Scales,Eb,0,8.0,0.0
525985,32100,Trumpet,Scales-Ab,Major Scales,Ab,0,8.0,0.0
525986,32100,Trumpet,Scales-Db,Major Scales,Db,0,8.0,0.0
525990,32100,Trumpet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6,10.0,0.6
525991,32100,Trumpet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,6,10.0,0.6
525992,32100,Trumpet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",5,10.0,0.5
525993,32100,Trumpet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,3,5.0,0.6
525995,32136,Trumpet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",10,20.0,0.5
525996,32136,Trumpet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,6,15.0,0.4
525997,32136,Trumpet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,7,10.0,0.7
525998,32136,Trumpet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
526000,32136,Trumpet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",5,20.0,0.25
526001,32136,Trumpet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,5,15.0,0.3333333333333333
526002,32136,Trumpet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,2,10.0,0.2
526003,32136,Trumpet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,2,10.0,0.2
526005,32136,Trumpet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,6,15.0,0.4
526006,32136,Trumpet,Scales-G,Major Scales,G,0,8.0,0.0
526007,32136,Trumpet,Scales-C,Major Scales,C,0,8.0,0.0
526008,32136,Trumpet,Scales-F,Major Scales,F,0,8.0,0.0
526009,32136,Trumpet,Scales-Bb,Major Scales,Bb,0,8.0,0.0
526010,32136,Trumpet,Scales-Eb,Major Scales,Eb,0,8.0,0.0
526011,32136,Trumpet,Scales-Ab,Major Scales,Ab,0,8.0,0.0
526012,32136,Trumpet,Scales-Db,Major Scales,Db,0,8.0,0.0
526016,32136,Trumpet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,2,10.0,0.2
526017,32136,Trumpet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,2,10.0,0.2
526018,32136,Trumpet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",2,10.0,0.2
526019,32136,Trumpet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,1,5.0,0.2
526021,32203,Trumpet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",15,20.0,0.75
526022,32203,Trumpet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,11,15.0,0.7333333333333333
526023,32203,Trumpet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,8,10.0,0.8
526024,32203,Trumpet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,9,10.0,0.9
526026,32203,Trumpet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",16,20.0,0.8
526027,32203,Trumpet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,9,15.0,0.6
526028,32203,Trumpet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,6,10.0,0.6
526029,32203,Trumpet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,7,10.0,0.7
526031,32203,Trumpet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,12,15.0,0.8
526032,32203,Trumpet,Scales-G,Major Scales,G,5,8.0,0.625
526033,32203,Trumpet,Scales-C,Major Scales,C,0,8.0,0.0
526034,32203,Trumpet,Scales-F,Major Scales,F,3,8.0,0.375
526035,32203,Trumpet,Scales-Bb,Major Scales,Bb,1,8.0,0.125
526036,32203,Trumpet,Scales-Eb,Major Scales,Eb,0,8.0,0.0
526037,32203,Trumpet,Scales-Ab,Major Scales,Ab,3,8.0,0.375
526038,32203,Trumpet,Scales-Db,Major Scales,Db,0,8.0,0.0
526042,32203,Trumpet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,5,10.0,0.5
526043,32203,Trumpet,Sight-Reading-Rhythmic Accuracy,Sight-Reading,Rhythmic Accuracy,4,10.0,0.4
526044,32203,Trumpet,"Sight-Reading-Musicallity, Tempo & Style",Sight-Reading,"Musicality, Tempo, & Style",3,10.0,0.3
526045,32203,Trumpet,Sight-Reading-Tone Quality,Sight-Reading,Tone Quality,2,5.0,0.4
526047,32401,Trumpet,"Lyrical Etude-Musicallity, Tempo & Style",Lyrical Etude,"Musicality, Tempo, & Style",16,20.0,0.8
526048,32401,Trumpet,Lyrical Etude-Tone Quality,Lyrical Etude,Tone Quality,10,15.0,0.6666666666666666
526049,32401,Trumpet,Lyrical Etude-Note Accuracy,Lyrical Etude,Note Accuracy,10,10.0,1.0
526050,32401,Trumpet,Lyrical Etude-Rhythmic Accuracy,Lyrical Etude,Rhythmic Accuracy,10,10.0,1.0
526052,32401,Trumpet,"Technical Etude-Musicallity, Tempo & Style",Technical Etude,"Musicality, Tempo, & Style",18,20.0,0.9
526053,32401,Trumpet,Technical Etude-Tone Quality,Technical Etude,Tone Quality,11,15.0,0.7333333333333333
526054,32401,Trumpet,Technical Etude-Note Accuracy,Technical Etude,Note Accuracy,10,10.0,1.0
526055,32401,Trumpet,Technical Etude-Rhythmic Accuracy,Technical Etude,Rhythmic Accuracy,10,10.0,1.0
526057,32401,Trumpet,Scales-Chromatic,Chromatic Scale,Chromatic Scale,11,15.0,0.7333333333333333
526058,32401,Trumpet,Scales-G,Major Scales,G,0,8.0,0.0
526059,32401,Trumpet,Scales-C,Major Scales,C,0,8.0,0.0
526060,32401,Trumpet,Scales-F,Major Scales,F,5,8.0,0.625
526061,32401,Trumpet,Scales-Bb,Major Scales,Bb,0,8.0,0.0
526062,32401,Trumpet,Scales-Eb,Major Scales,Eb,0,8.0,0.0
526063,32401,Trumpet,Scales-Ab,Major Scales,Ab,0,8.0,0.0
526064,32401,Trumpet,Scales-Db,Major Scales,Db,0,8.0,0.0
526068,32401,Trumpet,Sight-Reading-Note Accuracy,Sight-Reading,Note Accuracy,6,10.0,0.6
